species	ERR1883419	ERR1883420	ERR1883421	ERR1883422	ERR1883423	ERR1883424	ERR1883430	ERR1883436	ERR1883438	SRR059389	SRR059425	SRR059455	SRR059917	SRR060358	SRR1631060	SRR1631061	SRR1631063	SRR1631064	SRR1633008	SRR1761677	SRR1761682	SRR1761688	SRR1761692	SRR1761697	SRR1761698	SRR1761705	SRR1761710	SRR1761718	SRR1761721	SRR1929408	SRR1930121	SRR1930123	SRR1930141	SRR1930145	SRR3184100	SRR3184876	SRR3189411	SRR3189416	SRR3189418	SRS013942	SRS013950	SRS014107	SRS014468	SRS014477	SRS014691	SRS014692	SRS015055	SRS015064	SRS015378	SRS015755	SRS019029	SRS019120	SRS019129	SRS019333	SRS021960	SRS022149	SRS045313	SRS047265	SRS051378	SRS052604	SRS063215	SRS064493	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN012.I0101	SYN013.I0101	SYN014.A0101	SYN014.C0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN015.F0101	SYN015.G0101	SYN015.H0101	SYN015.I0101	SYN016.I0101	SYN017.A0101	SYN017.B0101	SYN017.D0101	SYN017.E0101	SYN017.F0101	SYN017.G0101	SYN018.C0101	SYN018.H0101	SYN018.I0101	SYN019.I0101	SYN021.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN026.I0101	SYN028.I0101
Alistipes finegoldii	0	0	0	0	0	0	0	0	0	12036	177186	1898009	86734	26463	0	0	0	0	0	30677	2814	48149	1014	68890	0	0	0	0	0	1697	3367	3843	3232	0	0	2930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes shahii	0	0	0	0	0	0	0	0	0	6998	332054	2288931	79170	10812	0	0	0	0	0	33136	2110	42935	0	83441	0	1438	0	1764	2710	3431	4233	4643	4067	1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes indistinctus	0	0	0	0	0	0	0	0	0	4855	16430	51849	29985	0	0	0	0	0	0	0	0	1429	0	118157	2833	17696	16436	6162	1970	8867	10596	16114	29802	5258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1867	1423	1815	0	0	0	0	0	0	0	1755	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides distasonis	0	0	0	0	0	0	0	0	0	248516	249834	1211975	51758	284856	0	0	0	0	0	15525	10429	48786	10747	8872	2263	3861	2468	1888	6973	3430	3943	5491	5291	2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1909	0	0
Parabacteroides sp. CT06	0	0	0	0	0	0	0	0	0	4702	4824	9782	4195	4882	0	0	0	0	0	0	1003	1857	0	16065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides goldsteinii	0	0	0	0	0	0	0	0	0	3130	68115	4615	13221	3486	0	0	0	0	0	1948	1161	8879	0	6341	1017	3248	1014	0	1783	2514	3898	5282	5368	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odoribacter splanchnicus	0	0	0	0	0	0	0	0	0	62175	102339	6589	100352	211172	0	0	0	0	0	18372	1836	40392	0	10710	7038	15090	6102	4484	8023	10156	26250	45349	29573	9226	0	0	0	0	0	0	0	0	0	0	1391	0	0	0	0	0	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas faecalis	0	0	0	0	0	0	0	0	0	14788	26436	11346	28078	7647	0	0	0	0	0	0	0	14468	0	3059	12079	21942	28065	27534	15119	34447	28523	66298	46301	23002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas virosa	0	0	0	0	0	0	0	0	0	11392	164775	1700	128729	1649	0	0	0	0	0	4196	6920	21719	0	0	1420	2027	0	1421	1192	4763	3692	5453	36805	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella fusca	0	0	0	0	0	0	0	0	0	3244	2132	0	0	0	0	0	1007	0	0	0	0	0	0	0	3307	9714	6450	3407	1501	9973	18763	30562	24074	8236	0	0	0	0	0	1109	12951	2135	1259	1015	42294	17073	3794	0	0	0	27511	3793	1597	0	0	46528	10576	0	1012	2539	4392	0	0	0	2099	3298	2042	4531	2599	5071	0	3892	6303	22283	33392	12849	15102	0	0	6693	0	0	4446	5197	14579	4796	0	3615	0	0	23565	0	19018	6690	14021	3231	11046
Prevotella intermedia	0	0	0	0	0	0	0	0	0	2440	4165	1861	2248	0	9723	9777	10698	10690	1299	0	0	2068	0	0	9518	38694	16798	8725	7279	28269	52735	68569	68930	23231	0	4006	8131	7473	6692	14610	381020	27975	9859	238382	396007	102492	58711	49521	0	4057	220341	39731	53274	0	57469	511205	159631	2909	14675	27317	94149	0	34373	9452	18314	14298	8651	49037	15693	39944	0	5830	15234	28664	83357	63761	93551	3925	1237	52840	3716	1663	10835	46718	129503	38101	3756	11480	0	4693	37216	1274	60271	42688	144213	16794	32111
Prevotella melaninogenica	0	0	0	0	0	0	0	0	0	1962	1685	0	1037	0	9467	9714	10637	10515	3506	0	0	0	0	0	5758	23858	11201	5963	3424	17520	27492	40564	38761	12658	12934	9429	21694	20147	18085	32291	33973	4226	30256	4693	189197	1022861	48603	3417	0	4184	243885	172510	14115	0	6129	12471	149507	1041	8119	57838	29026	1151	38025	32214	79811	149699	87563	4210	54421	108791	5967	302060	276127	1483719	1552016	220346	292689	15452	13402	124844	39013	60078	379571	91302	168253	120106	31892	207851	2605	0	1350443	49816	832893	175398	183308	117078	566158
Paraprevotella xylaniphila	0	0	0	0	0	0	0	0	0	4843	17883	12926	18478	65272	0	0	0	0	0	1625	1729	132054	0	14501	4944	9084	14916	4787	10867	6329	10552	16434	15617	6603	0	0	0	0	0	0	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1870	1020	2681	0	0	0	0	0	0	1972	4885	1422	0	0	0	0	0	0	0	0	0	0	0
Duncaniella dubosii	0	0	0	0	0	0	0	0	0	2130	48593	10943	2980	2560	0	0	0	0	0	3025	0	0	0	1005	0	2061	1142	0	1231	3232	6965	6014	5303	2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacter sp. 2CBH44	0	0	0	0	0	0	0	0	0	2106	9764	4622	3145	0	0	0	0	0	0	1575	0	1494	0	1893	0	1240	0	0	0	0	1024	1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella wadsworthensis	0	0	0	0	0	0	0	0	0	2872065	80210	0	0	0	0	0	0	0	0	6277	0	0	0	7023	0	0	0	0	5612	0	0	0	0	0	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lautropia mirabilis	0	0	0	0	0	0	0	0	0	1738	0	0	0	0	6251	6185	7104	7127	11671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71964	27613	36760	34748	31584	9574	51600	31616	3472	33126	0	0	7732	436955	64786	219395	35276	21722	189586	521894	33443	94333	0	92943	133463	15713	1862	29198	47129	4690	94462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia coli	0	0	0	0	0	0	0	0	0	3172	0	0	0	117143	11591	12162	13196	13177	2920	4593	0	0	0	9710	8473	0	2846	1923	1780	351093	2569	1899	9493	0	4660	4810	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia intestinalis	0	0	0	0	0	0	0	0	0	196336	83860	51056	131026	142894	0	0	0	0	0	318015	117567	171156	947079	159832	82958	17973	88169	91807	55106	345366	62142	95087	184959	46290	0	4026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1678	0	0	2459	1635	0	0	1819	0	3169	1547	0	0	0	3604	0	0	0	1894	1923	1072	0	0	0	0	2253	0	1428	3002	1290	0	2609
Roseburia hominis	0	0	0	0	0	0	0	0	0	16755	34811	24687	63764	60937	1030	0	1171	1037	0	93077	52349	259009	131051	104553	43368	7009	28914	31085	33318	142950	32109	35308	25580	18486	0	2690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1706	0	0	2297	1616	0	0	1666	0	2738	1079	0	0	0	3631	0	0	0	1680	1625	0	0	0	0	0	2042	0	1346	3061	1364	0	2824
Enterocloster bolteae	0	0	0	0	0	0	0	0	0	87190	3733	11833	11245	4309	0	0	0	0	0	18898	31069	40942	24676	37688	19123	3181	8020	10247	7425	6844	15730	11107	8659	3952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	0	0	1751	1277	0	0	1177	0	1840	0	0	0	0	2683	0	0	0	1220	1091	0	0	0	0	0	1817	0	1037	2191	1242	0	2183
Enterocloster clostridioformis	0	0	0	0	0	0	0	0	0	3925	3951	6961	8607	2975	0	0	0	0	0	10017	13086	18574	15874	32168	3434	1353	2962	2491	2401	2087	7413	4628	2461	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Ruminococcus] gnavus	0	0	0	0	0	0	0	0	0	70694	7489	26563	32562	51565	3615	3705	3999	4069	0	56598	85732	38111	468160	33699	16428	5475	22297	14990	30517	14983	13143	23623	10829	6805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	1355	0	0	1523
[Ruminococcus] torques	0	0	0	0	0	0	0	0	0	4785	19166	22843	92851	29043	3276	3347	3874	3847	0	300531	127880	34004	405254	177753	823291	63702	2069430	352003	66634	45966	95036	196955	105924	73872	0	1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161	0	0	1010	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	1599	0	0	1402	1201	0	1828
Blautia hansenii	0	0	0	0	0	0	0	0	0	7153	2218	4069	11106	3130	4632	4871	5358	5306	0	14120	13325	11531	24621	9870	10742	1737	5084	6165	7888	5800	6705	11929	5106	5082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia argi	0	0	0	0	0	0	0	0	0	5244	2038	5142	7089	4356	2161	2309	2453	2471	0	17802	15453	8276	29450	5449	3269	1829	4645	4261	7254	4985	4737	13334	4714	3348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0	0	0	0	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	1335	0	0	1399
Blautia sp. SC05B48	0	0	0	0	0	0	0	0	0	3127	11993	31048	44130	18985	2915	2993	3228	3351	0	234700	139364	93812	202733	51509	25976	18338	37928	56950	51275	35705	45936	97282	34587	21634	0	1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	1116	0	0	0	0	1731	0	0	0	0	0	0	0	0	0	0	1553	0	0	1430	1027	0	1695
Blautia sp. LZLJ-3	0	0	0	0	0	0	0	0	0	1445	0	2965	2152	1475	0	0	0	0	0	8432	7625	3063	10371	9698	3594	4928	2800	5742	6303	2014	2221	5220	2027	1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia obeum	0	0	0	0	0	0	0	0	0	4048	14055	30543	150436	20884	1385	1436	1634	1503	0	130429	106026	55539	187090	54965	31758	17076	35172	35754	42858	32285	49747	85876	27010	21421	0	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	0	0	0
Blautia producta	0	0	0	0	0	0	0	0	0	3078	2934	6928	13616	4530	0	0	0	0	0	20982	12396	12509	56979	23906	10063	2920	6213	6405	10637	6394	19853	15336	10200	3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0	0	1447
Anaerostipes hadrus	0	0	0	0	0	0	0	0	0	18265	7985	24848	25266	22968	2002	1982	2118	2205	0	605946	252253	372670	941513	67323	22456	36706	32172	63698	49675	158775	227381	68707	35362	12827	0	1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264
[Clostridium] scindens	0	0	0	0	0	0	0	0	0	10270	3364	6360	15801	4075	0	0	0	0	0	21184	24189	10868	43849	19853	10922	2649	9446	12138	8959	8229	9250	11334	9789	4457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	0	0	0	0	0	1528	0	0	0	0	1975	0	0	0	1020	0	0	0	0	0	0	1286	0	0	1592	0	0	1788
Lachnoclostridium sp. YL32	0	0	0	0	0	0	0	0	0	2024	1241	3109	3400	1782	0	0	0	0	0	8761	10260	4715	13597	4851	5593	1533	4728	3392	3567	2962	17502	4594	6492	1984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospira eligens	0	0	0	0	0	0	0	0	0	13153	18949	54923	68389	318840	0	0	1109	1079	0	127204	17895	141455	29539	92322	916472	11039	100595	83860	37615	68029	10260	71638	32798	95401	0	2738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047	0	0	0	0	0	0	0	0	0	0	1282	0	0	1154	1160	0	1631
Coprococcus comes	0	0	0	0	0	0	0	0	0	4198	14342	72616	60552	19390	4359	4322	4793	4911	0	249033	120736	192074	134436	53120	62799	17557	62865	68178	59079	32396	33521	100312	59144	36220	0	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	0	0	0	0	1250	0	0	1562	0	0	1963
Coprococcus catus	0	0	0	0	0	0	0	0	0	3933	10082	32044	51920	17952	0	0	0	0	0	213287	63481	28218	143385	37289	49947	25165	73252	83049	103123	48871	49030	84719	31210	27736	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus sp. ART55/1	0	0	0	0	0	0	0	0	0	1617	3352	140927	107730	29885	0	0	0	0	0	598347	40201	23568	33849	19365	67762	3245	214583	151742	76512	196956	83716	17961	9695	179046	0	5983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	0	0	0
Lacrimispora saccharolytica	0	0	0	0	0	0	0	0	0	4145	6204	16660	14292	5979	0	0	0	0	0	30721	46247	32104	33140	41530	10930	3814	9510	9161	10488	11738	29828	23450	13160	9664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4162	1435	0	3296	3251	0	0	1955	0	3052	1294	1283	0	0	6514	0	0	0	2080	1992	1041	0	0	0	0	4439	0	2508	5665	2753	1057	6895
Anaerobutyricum hallii	0	0	0	0	0	0	0	0	0	3214	7926	20394	33459	11905	0	0	0	0	0	117770	97775	33570	121101	47300	27953	15573	36147	32501	29499	25571	30064	85508	27199	12434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1203	0	0	0	0	0	1580	0	0	0	0	1629	0	0	0	0	0	0	0	0	0	0	1373	0	0	1377	0	0	1349
Flavonifractor plautii	0	0	0	0	0	0	0	0	0	35166	14070	38283	21560	4798	0	0	0	0	0	34934	48470	60266	32280	69833	21101	6556	12278	11265	12358	21837	43603	26438	30609	9499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium prausnitzii	0	0	0	0	0	0	0	0	0	18311	252252	706021	399314	89240	15893	16541	17870	18169	0	2347410	5907861	5651359	1958027	1904629	6956434	416178	1407414	1591433	2928983	1306502	2591878	1323431	2498092	904004	0	12474	0	0	0	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7645	3719	0	7195	7258	1823	0	3107	0	5136	2033	2388	0	0	12230	3323	1397	0	3525	3809	2046	0	1632	0	0	8102	1206	4615	11772	5735	2260	12209
Oscillibacter sp. PEA192	0	0	0	0	0	0	0	0	0	11421	16679	29958	36678	11033	0	0	0	0	0	20782	34023	23465	12035	126891	13200	2060	3531	4781	4012	21240	35099	28737	20626	10812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillibacter sp. NSJ-62	0	0	0	0	0	0	0	0	0	1872	18581	25699	14004	3760	0	0	0	0	0	20255	16315	23325	21286	71236	29806	12325	12419	13777	15675	41597	70018	53421	45062	17029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dysosmobacter welbionis	0	0	0	0	0	0	0	0	0	10849	18818	61319	66580	9101	0	0	0	0	0	74409	60417	42035	42069	180468	23261	8507	12910	17153	9763	44023	90639	26218	44964	19323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthenibacterium lactatiformans	0	0	0	0	0	0	0	0	0	2711	23933	34649	33644	5882	0	0	0	0	0	44147	46186	57599	195333	54221	25216	13693	15229	24197	31485	34938	63844	36565	30778	21499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides difficile	0	0	0	0	0	0	0	0	0	5058	12975	26385	32725	9099	0	0	0	0	0	58061	54783	52288	114157	54504	17145	7603	20921	13711	9560	19451	38831	33746	23570	10049	0	0	0	0	0	0	0	0	0	0	2198	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5058	2759	1735	1316	1078	1239	1487	0	1807	0	0	0	0	0	0	1334	1703	2436	0	0	0	1186	4071	1682	1302	0	0	0	4424	1559	1087	2953
Intestinimonas butyriciproducens	0	0	0	0	0	0	0	0	0	2809	22089	31628	52900	6358	0	0	0	0	0	26539	14545	30323	13529	79257	42613	13053	18670	27453	26053	54768	92083	54363	72806	32095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hungatella hathewayi	0	0	0	0	0	0	0	0	0	1192	1326	2005	2663	1532	0	0	0	0	0	4609	2159	4761	5742	6991	3009	0	2715	2488	3779	3548	4332	5814	4456	2407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1832	0	0	2011	1681	0	0	1132	0	1768	0	0	0	0	3347	0	0	0	1144	1053	0	0	0	0	0	2298	0	1194	2771	1480	0	3225
Erysipelatoclostridium ramosum	0	0	0	0	0	0	0	0	0	10664	0	0	0	1040	0	0	0	0	0	5770	1145	3603	5379	2234	0	5917	4456	2608	1725	0	0	1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1173	0	0	0
[Clostridium] innocuum	0	0	0	0	0	0	0	0	0	1274	2609	4489	7893	2395	0	0	0	0	0	16173	20565	25803	48195	18408	4316	2978	11132	4709	6011	4601	8351	5872	4582	2613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	0
Amedibacterium intestinale	0	0	0	0	0	0	0	0	0	1904	0	2260	5423	1155	0	0	0	0	0	3416	7148	1622	9967	6108	2211	2909	5244	2567	1811	1103	2474	3112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	0	0	0
Turicibacter sp. H121	0	0	0	0	0	0	0	0	0	3220	0	0	2082	0	0	0	0	0	0	9196	0	0	1170	0	0	0	0	0	0	0	0	2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus thermophilus	0	0	0	0	0	0	0	0	0	2722	1304	0	13688	0	9140	9624	10422	10193	21899	27324	0	2052	161205	3656	0	0	0	0	0	0	0	0	0	0	5500	6821	25819	23471	21308	1143	0	0	0	2152	2354	2840	6308	2840	2964	0	0	1018	0	1108	1051	0	1352	1657	1267	0	1213	0	17538	23473	23265	2031	2102	0	2688	1508	1505	9860	4501	14263	0	0	1400	0	0	1259	1614	37934	39501	0	1168	2000	1178	16974	1248	3439	2748	3900	0	1831	1303	4025	3594
Dialister massiliensis	0	0	0	0	0	0	0	0	0	1467	0	1600	11491	23055	0	0	0	0	0	0	7183	5593	0	0	3332	3838	2858	13958	11916	25257	0	16046	0	3899	0	0	0	0	0	0	1359	0	0	0	2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium pseudocatenulatum	0	0	0	0	0	0	0	0	0	2004	0	1501	1384	0	0	0	0	0	0	4372	11995	167641	16531	0	0	63613	0	487517	0	0	1990	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella lenta	0	0	0	0	0	0	0	0	0	1273	0	1881	1159	0	0	0	0	0	0	5916	1422	8992	14591	1342	1987	0	0	0	0	0	2012	1516	1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	0	1154	1582	1914	0	0	0	0	0	0	1227	0	0	1564	0	0	0	0	0	0	0	0	0	0	2476	1582	1538	1467	2868	1614	1281
Fusobacterium ulcerans	0	0	0	0	0	0	0	0	0	22721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
